po_id,warehouse_id,product_id,po_date,arrival_date,manufacturing_date,expire_date,qty,unit,po_price_per_unit,po_price_total,lead_time_days
PO-0663,WH-0003,SKU-0018,2023-06-19,2023-07-03,2023-06-02,2023-07-10,278,piece,39.14,10880.92,14
PO-0664,WH-0002,SKU-0019,2024-08-02,2024-08-14,2024-07-05,2024-09-13,426,piece,28.57,12170.82,12
PO-0665,WH-0002,SKU-0063,2023-02-11,2023-02-16,2023-01-17,2023-02-23,168,piece,6.24,1048.32,5
PO-0666,WH-0002,SKU-0027,2023-08-28,2023-08-30,2023-08-06,2023-09-06,315,piece,93.41,29424.15,2
PO-0667,WH-0003,SKU-0059,2024-02-02,2024-02-11,2024-01-03,2024-03-12,73,piece,20.09,1466.57,9
PO-0668,WH-0003,SKU-0067,2023-11-28,2023-12-01,2023-11-05,2023-12-31,374,piece,15.19,5681.06,3
PO-0669,WH-0002,SKU-0073,2023-09-27,2023-10-08,2023-09-09,2023-10-22,139,piece,7.41,1029.99,11
PO-0670,WH-0001,SKU-0010,2024-01-10,2024-01-21,2023-12-20,2024-03-21,314,piece,16.2,5086.8,11
PO-0671,WH-0003,SKU-0045,2024-06-12,2024-06-20,2024-05-31,2024-07-20,299,piece,89.13,26649.87,8
PO-0672,WH-0001,SKU-0018,2023-01-07,2023-01-17,2022-12-09,2023-01-24,275,piece,39.28,10802.0,10
PO-0673,WH-0002,SKU-0028,2024-06-10,2024-06-22,2024-06-01,2024-07-22,126,piece,8.49,1069.74,12
PO-0674,WH-0001,SKU-0054,2023-05-02,2023-05-14,2023-04-24,2023-07-13,465,piece,7.24,3366.6,12
PO-0675,WH-0003,SKU-0062,2024-05-08,2024-05-20,2024-04-22,2024-07-19,157,piece,26.84,4213.88,12
PO-0676,WH-0001,SKU-0006,2024-02-25,2024-02-27,2024-02-17,2024-03-05,115,piece,80.96,9310.4,2
PO-0677,WH-0001,SKU-0006,2023-05-18,2023-05-30,2023-05-01,2023-06-06,343,piece,65.07,22319.01,12
PO-0678,WH-0003,SKU-0052,2023-09-22,2023-09-26,2023-09-05,2023-10-26,356,piece,5.78,2057.68,4
PO-0679,WH-0003,SKU-0037,2023-01-20,2023-02-02,2022-12-27,2023-03-04,93,piece,44.96,4181.28,13
PO-0680,WH-0001,SKU-0029,2024-04-27,2024-05-06,2024-04-21,2025-05-06,475,piece,34.69,16477.75,9
PO-0681,WH-0001,SKU-0080,2024-08-19,2024-09-02,2024-08-13,2024-09-09,387,piece,52.24,20216.88,14
PO-0682,WH-0002,SKU-0076,2023-12-17,2023-12-26,2023-11-27,2024-01-09,85,piece,68.16,5793.6,9
PO-0683,WH-0003,SKU-0026,2023-05-16,2023-05-19,2023-05-15,2023-05-26,317,piece,5.53,1753.01,3
PO-0684,WH-0003,SKU-0013,2024-03-05,2024-03-09,2024-02-14,2024-03-23,140,piece,46.19,6466.6,4
PO-0685,WH-0002,SKU-0065,2023-02-09,2023-02-23,2023-01-22,2023-03-09,435,piece,6.44,2801.4,14
PO-0686,WH-0002,SKU-0001,2023-05-14,2023-05-25,2023-04-26,2023-07-24,446,piece,39.31,17532.26,11
PO-0687,WH-0001,SKU-0006,2024-06-18,2024-06-26,2024-06-06,2024-07-03,407,piece,79.34,32291.38,8
PO-0688,WH-0003,SKU-0049,2024-05-08,2024-05-22,2024-04-13,2024-06-21,229,piece,37.76,8647.04,14
PO-0689,WH-0001,SKU-0018,2024-08-12,2024-08-15,2024-07-29,2024-08-22,180,piece,46.22,8319.6,3
PO-0690,WH-0001,SKU-0070,2023-03-27,2023-04-02,2023-03-07,2023-04-09,259,piece,45.98,11908.82,6
PO-0691,WH-0003,SKU-0016,2023-01-08,2023-01-19,2022-12-22,2023-07-18,316,piece,14.06,4442.96,11
PO-0692,WH-0001,SKU-0041,2023-07-30,2023-08-12,2023-07-04,2023-10-11,259,piece,48.57,12579.63,13
PO-0693,WH-0002,SKU-0033,2024-03-12,2024-03-24,2024-02-22,2024-04-07,183,piece,21.48,3930.84,12
PO-0694,WH-0001,SKU-0036,2024-08-01,2024-08-08,2024-07-12,2024-09-07,398,piece,17.48,6957.04,7
PO-0695,WH-0003,SKU-0072,2024-02-28,2024-03-09,2024-02-02,2025-03-09,297,piece,15.56,4621.32,10
PO-0696,WH-0003,SKU-0040,2024-07-22,2024-07-31,2024-07-13,2025-01-27,345,piece,12.15,4191.75,9
PO-0697,WH-0003,SKU-0016,2024-02-12,2024-02-25,2024-02-07,2024-08-23,432,piece,16.01,6916.32,13
PO-0698,WH-0003,SKU-0066,2023-06-15,2023-06-18,2023-06-08,2023-06-25,255,piece,88.88,22664.4,3
PO-0699,WH-0001,SKU-0001,2023-02-23,2023-02-27,2023-02-10,2023-04-28,461,piece,29.17,13447.37,4
PO-0700,WH-0002,SKU-0012,2024-04-27,2024-05-08,2024-04-13,2025-05-08,82,piece,41.45,3398.9,11
PO-0701,WH-0003,SKU-0050,2023-03-23,2023-04-03,2023-03-21,2024-04-02,255,piece,49.26,12561.3,11
PO-0702,WH-0003,SKU-0008,2023-10-21,2023-11-03,2023-10-01,2023-11-10,446,piece,41.75,18620.5,13
PO-0703,WH-0003,SKU-0026,2024-05-21,2024-05-30,2024-05-20,2024-06-06,485,piece,5.08,2463.8,9
PO-0704,WH-0001,SKU-0077,2023-10-20,2023-10-25,2023-10-18,2023-11-01,311,piece,52.37,16287.07,5
PO-0705,WH-0001,SKU-0047,2023-06-23,2023-07-05,2023-06-21,2023-07-12,172,piece,8.46,1455.12,12
PO-0706,WH-0002,SKU-0052,2023-03-30,2023-04-05,2023-03-05,2023-05-05,230,piece,5.11,1175.3,6
PO-0707,WH-0001,SKU-0002,2024-08-23,2024-08-28,2024-08-06,2024-09-27,427,piece,14.4,6148.8,5
PO-0708,WH-0002,SKU-0072,2024-07-16,2024-07-22,2024-06-22,2025-07-22,348,piece,17.05,5933.4,6
PO-0709,WH-0002,SKU-0059,2023-08-20,2023-08-31,2023-08-13,2023-09-30,256,piece,26.64,6819.84,11
PO-0710,WH-0002,SKU-0014,2023-06-29,2023-07-07,2023-06-12,2023-08-06,336,piece,7.94,2667.84,8
PO-0711,WH-0003,SKU-0066,2023-12-15,2023-12-18,2023-11-19,2023-12-25,181,piece,92.24,16695.44,3
PO-0712,WH-0001,SKU-0049,2023-09-14,2023-09-27,2023-08-30,2023-10-27,338,piece,35.94,12147.72,13
PO-0713,WH-0002,SKU-0059,2023-12-14,2023-12-28,2023-11-29,2024-01-27,350,piece,30.16,10556.0,14
PO-0714,WH-0001,SKU-0049,2023-04-30,2023-05-06,2023-04-27,2023-06-05,374,piece,41.2,15408.8,6
PO-0715,WH-0001,SKU-0053,2023-08-24,2023-09-07,2023-08-13,2023-11-06,230,piece,13.23,3042.9,14
PO-0716,WH-0002,SKU-0012,2023-09-27,2023-10-02,2023-09-17,2024-10-01,254,piece,50.59,12849.86,5
PO-0717,WH-0001,SKU-0023,2023-03-19,2023-03-29,2023-02-17,2023-05-28,293,piece,71.29,20887.97,10
PO-0718,WH-0001,SKU-0025,2024-08-10,2024-08-16,2024-08-04,2025-02-12,305,piece,57.84,17641.2,6
PO-0719,WH-0003,SKU-0030,2023-09-05,2023-09-11,2023-08-29,2023-09-25,153,piece,15.22,2328.66,6
PO-0720,WH-0003,SKU-0014,2023-12-31,2024-01-04,2023-12-06,2024-02-03,111,piece,11.97,1328.67,4
PO-0721,WH-0002,SKU-0070,2024-05-19,2024-05-30,2024-05-18,2024-06-06,71,piece,60.59,4301.89,11
PO-0722,WH-0001,SKU-0074,2023-11-19,2023-11-28,2023-10-21,2023-12-28,494,piece,16.4,8101.6,9
PO-0723,WH-0001,SKU-0029,2024-06-07,2024-06-13,2024-05-25,2025-06-13,434,piece,37.55,16296.7,6
PO-0724,WH-0002,SKU-0062,2024-06-22,2024-07-06,2024-06-08,2024-09-04,326,piece,20.0,6520.0,14
PO-0725,WH-0003,SKU-0023,2024-02-08,2024-02-20,2024-01-14,2024-04-20,284,piece,95.97,27255.48,12
PO-0726,WH-0002,SKU-0002,2024-06-14,2024-06-23,2024-06-03,2024-07-23,56,piece,14.21,795.76,9
PO-0727,WH-0001,SKU-0047,2024-08-17,2024-08-20,2024-08-06,2024-08-27,363,piece,9.23,3350.49,3
PO-0728,WH-0002,SKU-0035,2024-07-15,2024-07-21,2024-07-07,2024-09-19,291,piece,44.13,12841.83,6
PO-0729,WH-0002,SKU-0055,2024-01-10,2024-01-14,2023-12-25,2024-02-13,157,piece,44.92,7052.44,4
PO-0730,WH-0003,SKU-0058,2024-01-09,2024-01-17,2023-12-31,2024-01-31,142,piece,26.6,3777.2,8
PO-0731,WH-0002,SKU-0035,2023-08-23,2023-08-26,2023-07-30,2023-10-25,461,piece,31.67,14599.87,3
PO-0732,WH-0001,SKU-0020,2024-01-26,2024-01-31,2024-01-21,2024-02-07,292,piece,9.02,2633.84,5
PO-0733,WH-0002,SKU-0067,2024-03-07,2024-03-16,2024-03-02,2024-04-15,323,piece,14.5,4683.5,9
PO-0734,WH-0003,SKU-0073,2023-11-04,2023-11-10,2023-10-17,2023-11-24,74,piece,7.49,554.26,6
PO-0735,WH-0001,SKU-0033,2023-06-17,2023-06-19,2023-06-10,2023-07-03,293,piece,21.34,6252.62,2
PO-0736,WH-0003,SKU-0034,2024-04-05,2024-04-18,2024-03-25,2025-04-18,234,piece,9.31,2178.54,13
PO-0737,WH-0003,SKU-0053,2023-09-21,2023-09-28,2023-09-20,2023-11-27,112,piece,12.19,1365.28,7
PO-0738,WH-0002,SKU-0069,2023-07-23,2023-08-03,2023-07-04,2023-08-10,139,piece,44.49,6184.11,11
PO-0739,WH-0002,SKU-0066,2023-12-30,2024-01-06,2023-12-08,2024-01-13,299,piece,88.46,26449.54,7
PO-0740,WH-0001,SKU-0037,2023-03-22,2023-03-30,2023-03-02,2023-04-29,287,piece,55.23,15851.01,8
PO-0741,WH-0003,SKU-0044,2023-06-21,2023-07-03,2023-05-26,2024-07-02,265,piece,55.22,14633.3,12
PO-0742,WH-0002,SKU-0021,2024-02-19,2024-02-22,2024-02-16,2024-03-07,225,piece,16.0,3600.0,3
PO-0743,WH-0002,SKU-0078,2023-10-26,2023-11-08,2023-10-17,2024-01-07,380,piece,49.39,18768.2,13
PO-0744,WH-0001,SKU-0067,2024-01-07,2024-01-20,2023-12-19,2024-02-19,280,piece,12.59,3525.2,13
PO-0745,WH-0003,SKU-0031,2023-01-24,2023-01-28,2022-12-31,2023-07-27,388,piece,45.83,17782.04,4
PO-0746,WH-0002,SKU-0051,2023-03-23,2023-03-28,2023-03-17,2023-09-24,102,piece,8.05,821.1,5
PO-0747,WH-0001,SKU-0051,2024-07-15,2024-07-17,2024-07-14,2025-01-13,318,piece,11.23,3571.14,2
PO-0748,WH-0002,SKU-0020,2023-04-17,2023-04-23,2023-03-28,2023-04-30,93,piece,8.46,786.78,6
PO-0749,WH-0001,SKU-0037,2023-11-13,2023-11-18,2023-11-05,2023-12-18,276,piece,55.11,15210.36,5
PO-0750,WH-0002,SKU-0005,2024-06-23,2024-06-27,2024-06-22,2024-08-26,389,piece,33.76,13132.64,4
PO-0751,WH-0001,SKU-0070,2024-05-02,2024-05-11,2024-04-04,2024-05-18,189,piece,53.18,10051.02,9
PO-0752,WH-0003,SKU-0077,2024-07-06,2024-07-10,2024-06-17,2024-07-17,283,piece,55.22,15627.26,4
PO-0753,WH-0002,SKU-0069,2024-07-31,2024-08-08,2024-07-14,2024-08-15,208,piece,43.28,9002.24,8
PO-0754,WH-0002,SKU-0012,2024-07-06,2024-07-11,2024-06-10,2025-07-11,276,piece,42.45,11716.2,5
PO-0755,WH-0001,SKU-0002,2023-09-24,2023-09-28,2023-09-14,2023-10-28,50,piece,13.27,663.5,4
PO-0756,WH-0002,SKU-0069,2023-12-19,2023-12-25,2023-12-03,2024-01-01,54,piece,39.46,2130.84,6
PO-0757,WH-0001,SKU-0056,2024-05-03,2024-05-09,2024-05-02,2024-07-08,458,piece,11.83,5418.14,6
PO-0758,WH-0002,SKU-0025,2023-01-08,2023-01-18,2022-12-27,2023-07-17,260,piece,61.43,15971.8,10
PO-0759,WH-0002,SKU-0050,2024-02-09,2024-02-14,2024-02-03,2025-02-13,474,piece,44.02,20865.48,5
PO-0760,WH-0003,SKU-0031,2023-03-23,2023-03-31,2023-03-02,2023-09-27,314,piece,58.52,18375.28,8
PO-0761,WH-0001,SKU-0069,2023-10-06,2023-10-12,2023-09-15,2023-10-19,464,piece,32.24,14959.36,6
PO-0762,WH-0003,SKU-0038,2023-03-12,2023-03-16,2023-03-07,2023-03-23,106,piece,38.59,4090.54,4
PO-0763,WH-0001,SKU-0080,2024-04-08,2024-04-14,2024-03-16,2024-04-21,301,piece,44.25,13319.25,6
PO-0764,WH-0002,SKU-0003,2023-06-05,2023-06-07,2023-05-18,2024-06-06,145,piece,57.23,8298.35,2
PO-0765,WH-0001,SKU-0057,2023-10-03,2023-10-07,2023-09-10,2023-11-06,422,piece,6.03,2544.66,4
PO-0766,WH-0002,SKU-0028,2023-06-04,2023-06-06,2023-05-19,2023-07-06,225,piece,9.6,2160.0,2
PO-0767,WH-0001,SKU-0005,2024-01-16,2024-01-25,2023-12-24,2024-03-25,219,piece,28.98,6346.62,9
PO-0768,WH-0001,SKU-0051,2023-02-27,2023-03-05,2023-02-02,2023-09-01,86,piece,10.18,875.48,6
PO-0769,WH-0003,SKU-0049,2023-07-16,2023-07-22,2023-06-19,2023-08-21,474,piece,27.82,13186.68,6
PO-0770,WH-0001,SKU-0057,2023-09-12,2023-09-20,2023-08-18,2023-10-20,176,piece,8.77,1543.52,8
PO-0771,WH-0001,SKU-0013,2023-07-23,2023-08-01,2023-06-29,2023-08-15,316,piece,50.42,15932.72,9
PO-0772,WH-0003,SKU-0040,2024-04-29,2024-05-07,2024-04-07,2024-11-03,215,piece,10.99,2362.85,8
PO-0773,WH-0002,SKU-0071,2023-02-13,2023-02-26,2023-01-14,2023-03-12,316,piece,38.32,12109.12,13
PO-0774,WH-0001,SKU-0007,2023-11-02,2023-11-07,2023-10-21,2024-11-06,492,piece,10.77,5298.84,5
PO-0775,WH-0002,SKU-0042,2023-08-30,2023-09-11,2023-08-16,2023-09-25,57,piece,6.63,377.91,12
PO-0776,WH-0003,SKU-0032,2024-08-21,2024-08-24,2024-08-08,2024-10-23,54,piece,12.2,658.8,3
PO-0777,WH-0001,SKU-0020,2024-05-01,2024-05-14,2024-04-11,2024-05-21,240,piece,8.89,2133.6,13
PO-0778,WH-0003,SKU-0080,2023-06-11,2023-06-20,2023-06-08,2023-06-27,223,piece,62.64,13968.72,9
PO-0779,WH-0001,SKU-0020,2023-03-03,2023-03-05,2023-02-19,2023-03-12,409,piece,8.01,3276.09,2
PO-0780,WH-0002,SKU-0041,2023-05-09,2023-05-18,2023-05-01,2023-07-17,335,piece,59.12,19805.2,9
PO-0781,WH-0003,SKU-0003,2024-03-25,2024-04-07,2024-03-18,2025-04-07,402,piece,44.01,17692.02,13
PO-0782,WH-0003,SKU-0006,2023-05-18,2023-05-24,2023-04-19,2023-05-31,298,piece,85.92,25604.16,6
PO-0783,WH-0003,SKU-0063,2023-10-29,2023-11-08,2023-10-06,2023-11-15,147,piece,8.13,1195.11,10
PO-0784,WH-0003,SKU-0060,2023-12-23,2023-12-30,2023-11-29,2024-01-29,190,piece,91.92,17464.8,7
PO-0785,WH-0002,SKU-0068,2024-07-21,2024-07-25,2024-07-18,2024-09-23,129,piece,45.6,5882.4,4
PO-0786,WH-0002,SKU-0001,2024-07-08,2024-07-15,2024-06-23,2024-09-13,447,piece,38.61,17258.67,7
PO-0787,WH-0002,SKU-0047,2023-07-09,2023-07-11,2023-06-19,2023-07-18,447,piece,8.33,3723.51,2
PO-0788,WH-0002,SKU-0050,2023-03-06,2023-03-18,2023-02-16,2024-03-17,147,piece,47.26,6947.22,12
PO-0789,WH-0002,SKU-0037,2024-07-18,2024-07-22,2024-06-28,2024-08-21,215,piece,49.74,10694.1,4
PO-0790,WH-0001,SKU-0009,2023-04-24,2023-04-27,2023-04-07,2023-05-11,72,piece,54.18,3900.96,3
PO-0791,WH-0001,SKU-0014,2023-07-02,2023-07-04,2023-06-25,2023-08-03,298,piece,8.51,2535.98,2
PO-0792,WH-0003,SKU-0050,2024-08-07,2024-08-19,2024-07-11,2025-08-19,386,piece,46.5,17949.0,12
PO-0793,WH-0001,SKU-0029,2023-09-20,2023-09-22,2023-09-08,2024-09-21,360,piece,39.98,14392.8,2
PO-0794,WH-0001,SKU-0011,2023-08-02,2023-08-14,2023-07-17,2023-10-13,289,piece,15.01,4337.89,12
PO-0795,WH-0003,SKU-0054,2024-01-05,2024-01-15,2023-12-12,2024-03-15,470,piece,7.38,3468.6,10
PO-0796,WH-0002,SKU-0068,2023-03-01,2023-03-12,2023-02-20,2023-05-11,70,piece,51.94,3635.8,11
PO-0797,WH-0003,SKU-0013,2023-03-21,2023-03-26,2023-03-04,2023-04-09,101,piece,51.74,5225.74,5
PO-0798,WH-0003,SKU-0068,2024-01-30,2024-02-04,2024-01-23,2024-04-04,386,piece,41.13,15876.18,5
PO-0799,WH-0003,SKU-0072,2023-07-03,2023-07-13,2023-06-09,2024-07-12,262,piece,20.53,5378.86,10
PO-0800,WH-0001,SKU-0059,2024-08-13,2024-08-20,2024-07-22,2024-09-19,409,piece,27.75,11349.75,7
